"","scenario","sp.name","year","FI","ssb","rec","Yield"
"915","Case-study_rcp45","Herring",1976,0.8217317,85.84528,2.27249,159.2551815
"916","Case-study_rcp45","Herring",1977,0.20984378,61.020586,1.40772,39.3143447
"917","Case-study_rcp45","Herring",1978,0,72.91383,1.13919,0
"918","Case-study_rcp45","Herring",1979,0,99.81087,4.2996,0
"919","Case-study_rcp45","Herring",1980,0.12016436,127.81693,15.4957,73.4498774
"920","Case-study_rcp45","Herring",1981,0.17640074,196.64405,20.8831,208.7451796
"921","Case-study_rcp45","Herring",1982,0.14514714,350.2555,30.5954,277.06982
"922","Case-study_rcp45","Herring",1983,0.32908226,619.4064,27.0698,430.2153877
"923","Case-study_rcp45","Herring",1984,0.52961984,922.1063,31.0249,460.933687
"924","Case-study_rcp45","Herring",1985,0.58612294,964.23796,46.2658,659.339468
"925","Case-study_rcp45","Herring",1986,0.48184306,915.1545,52.6667,752.730421
"926","Case-study_rcp45","Herring",1987,0.44578588,1041.9821,40.9552,1008.725363
"927","Case-study_rcp45","Herring",1988,0.45439118,1388.755,22.2127,1140.872967
"928","Case-study_rcp45","Herring",1989,0.38698212,1418.7947,19.8513,910.318178
"929","Case-study_rcp45","Herring",1990,0.37990196,1447.7683,19.5452,739.05632
"930","Case-study_rcp45","Herring",1991,0.39866822,1277.231,21.3652,685.045255
"931","Case-study_rcp45","Herring",1992,0.54486654,1037.9571,31.067,764.4316
"932","Case-study_rcp45","Herring",1993,0.73706082,739.9792,32.9629,687.90159
"933","Case-study_rcp45","Herring",1994,0.69873378,745.5892,24.9279,597.20772
"934","Case-study_rcp45","Herring",1995,0.81420278,717.5503,26.3676,595.416686
"935","Case-study_rcp45","Herring",1996,0.32842296,613.8649,26.9955,274.3717617
"936","Case-study_rcp45","Herring",1997,0.28901004,731.4918,17.2294,264.055839
"937","Case-study_rcp45","Herring",1998,0.43480576,993.3717,13.0516,380.193317
"938","Case-study_rcp45","Herring",1999,0.33357768,1051.398,38.7461,369.621777
"939","Case-study_rcp45","Herring",2000,0.3329749,1080.7987,24.9031,421.77943
"940","Case-study_rcp45","Herring",2001,0.26654598,1403.6539,67.4674,363.6912387
"941","Case-study_rcp45","Herring",2002,0.23786614,1741.8249,27.1564,390.438144
"942","Case-study_rcp45","Herring",2003,0.2481339,1976.9937,18.6826,487.43234
"943","Case-study_rcp45","Herring",2004,0.26330118,2185.2915,21.3184,589.575669
"944","Case-study_rcp45","Herring",2005,0.34292734,2156.3095,14.6768,665.39644
"945","Case-study_rcp45","Herring",2006,0.27782698,1591.1039,17.0225,513.246729
"946","Case-study_rcp45","Herring",2007,0.2450066,1244.5221,21.6824,406.368329
"947","Case-study_rcp45","Herring",2008,0.17291617,1111.3688,19.6346,258.712891
"948","Case-study_rcp45","Herring",2009,0.101812658,1248.4956,22.1427,168.588998
"949","Case-study_rcp45","Herring",2010,0.11508248,1322.1095,22.2495,186.255103
"950","Case-study_rcp45","Herring",2011,0.103211948,1772.3529,19.8325,224.0493293
"951","Case-study_rcp45","Herring",2012,0.196455128,2088.1422,19.1553,434.509325
"952","Case-study_rcp45","Herring",2013,0.22559307,1898.867,31.5267,511.21947
"953","Case-study_rcp45","Herring",2014,0.21804767,1702.954,35.9912,518.0419736
"954","Case-study_rcp45","Herring",2015,0.24194578,1629.382,9.70052,494.949169
"955","Case-study_rcp45","Herring",2016,0.246371,1879.231,14.828,563.618342
"956","Case-study_rcp45","Herring",2017,0.186973982,1712.107,7.49557,490.97533
"957","Case-study_rcp45","Herring",2018,0.24780678,1520.7794,17.7671,591.79746
"958","Case-study_rcp45","Herring",2019,0.223565024,1271.7445,14.1253,432.12261
"959","Case-study_rcp45","Herring",2020,0.21,1124.0798,23.2721,289.790864
"960","Case-study_rcp45","Herring",2022,0.30934886,1230.2397,22.2585,412.21651
"961","Case-study_rcp45","Herring",2023,0.2957477,1176.1498,22.0098,338.718703
"962","Case-study_rcp45","Herring",2024,0.24529934,975.522,21.7061,226.691304
"963","Case-study_rcp45","Herring",2025,0.198199242,788.2133,20.7789,160.468252
"964","Case-study_rcp45","Herring",2026,0.19026288,756.65,20.6805,153.884262
"965","Case-study_rcp45","Herring",2027,0.206285714,820.3714,21.4011,182.661899
"966","Case-study_rcp45","Herring",2028,0.234783092,933.7025,22.2067,234.582361
"967","Case-study_rcp45","Herring",2029,0.26321692,1046.7779,22.5959,290.663837
"968","Case-study_rcp45","Herring",2030,0.28341584,1127.1054,22.5914,329.951005
"969","Case-study_rcp45","Herring",2031,0.2896987,1152.0943,22.3867,342.280631
"970","Case-study_rcp45","Herring",2032,0.28905198,1149.5206,22.09,341.954401
"971","Case-study_rcp45","Herring",2033,0.2881499,1145.9324,21.7595,341.57808
"972","Case-study_rcp45","Herring",2034,0.2890256,1149.4144,21.4681,344.538331
"973","Case-study_rcp45","Herring",2035,0.29052372,1155.3736,21.2792,348.182349
"974","Case-study_rcp45","Herring",2036,0.29086268,1156.7209,21.2271,349.038372
"975","Case-study_rcp45","Herring",2037,0.28965692,1151.9269,21.3049,346.640181
"976","Case-study_rcp45","Herring",2038,0.28790994,1144.9795,21.4694,343.394229
"977","Case-study_rcp45","Herring",2039,0.28713648,1141.9028,21.6611,342.70789
"978","Case-study_rcp45","Herring",2040,0.288431,1147.0521,21.823,346.580079
"979","Case-study_rcp45","Herring",2041,0.29158792,1159.6052,21.9161,354.358761
"980","Case-study_rcp45","Herring",2042,0.29558564,1175.5029,21.9286,363.820517
"981","Case-study_rcp45","Herring",2043,0.299245,1190.0571,21.8774,372.25609
"982","Case-study_rcp45","Herring",2044,0.30163284,1199.5524,21.7974,377.72769
"983","Case-study_rcp45","Herring",2045,0.30258512,1203.3393,21.7218,380.01254
"984","Case-study_rcp45","Herring",2046,0.30258084,1203.3217,21.6665,380.297149
"985","Case-study_rcp45","Herring",2047,0.30224754,1201.9975,21.6261,379.746359
"986","Case-study_rcp45","Herring",2048,0.3018254,1200.3202,21.5773,379.018374
"987","Case-study_rcp45","Herring",2049,0.30157832,1199.3356,21.4863,378.716474
"988","Case-study_rcp45","Herring",2050,0.30153326,1199.1563,21.3231,378.670754
"989","Case-study_rcp45","Nor.pout",1974,2.468944,289.16,296.519,732.53482
"990","Case-study_rcp45","Nor.pout",1975,1.64387465,279.994857,437.039,508.26122
"991","Case-study_rcp45","Nor.pout",1976,1.5224247,349.86366,324.145,472.6081
"992","Case-study_rcp45","Nor.pout",1977,1.0906025,342.06122,170.41,383.9666
"993","Case-study_rcp45","Nor.pout",1978,1.2317536,298.4487,210.768,253.75616
"994","Case-study_rcp45","Nor.pout",1979,1.32269955,257.6187,238.073,339.89802
"995","Case-study_rcp45","Nor.pout",1980,1.38928165,371.88192,125.229,534.6499
"996","Case-study_rcp45","Nor.pout",1981,1.12269295,287.05,191.22,431.92782
"997","Case-study_rcp45","Nor.pout",1982,1.21148445,158.147,224.416,390.19692
"998","Case-study_rcp45","Nor.pout",1983,1.5412998,240.68174,149.705,475.747
"999","Case-study_rcp45","Nor.pout",1984,1.79489345,264.03539,115.705,376.483903
"1000","Case-study_rcp45","Nor.pout",1985,2.247639,172.7521,94.6504,227.634972
"1001","Case-study_rcp45","Nor.pout",1986,1.3174862,89.14928,134.926,180.330076
"1002","Case-study_rcp45","Nor.pout",1987,1.7503282,122.57884,41.5738,148.92635
"1003","Case-study_rcp45","Nor.pout",1988,0.94258805,83.0002,88.6904,109.21943
"1004","Case-study_rcp45","Nor.pout",1989,1.07631695,75.1807,90.5653,166.74228
"1005","Case-study_rcp45","Nor.pout",1990,1.1923404,122.70078,109.104,138.8413
"1006","Case-study_rcp45","Nor.pout",1991,1.7090076,139.47559,129.943,189.81918
"1007","Case-study_rcp45","Nor.pout",1992,0.96790925,162.5858,89.6293,302.27539
"1008","Case-study_rcp45","Nor.pout",1993,1.65956005,203.9983,68.3101,181.097588
"1009","Case-study_rcp45","Nor.pout",1994,1.29326465,89.22873,173.415,183.61828
"1010","Case-study_rcp45","Nor.pout",1995,0.7277371,160.57614,88.3115,231.894454
"1011","Case-study_rcp45","Nor.pout",1996,0.82572245,245.01284,121.218,156.22424
"1012","Case-study_rcp45","Nor.pout",1997,0.74697155,166.1471,37.9921,156.781548
"1013","Case-study_rcp45","Nor.pout",1998,0.60588335,198.22325,79.2273,73.980497
"1014","Case-study_rcp45","Nor.pout",1999,0.86846575,105.3018,112.487,92.388104
"1015","Case-study_rcp45","Nor.pout",2000,0.7485117,139.67954,51.1592,185.103762
"1016","Case-study_rcp45","Nor.pout",2001,0.28780255,183.1745,72.9102,64.358235
"1017","Case-study_rcp45","Nor.pout",2002,0.7289192,106.6846,42.5673,77.13822
"1018","Case-study_rcp45","Nor.pout",2003,0.933536375,59.4979,19.3656,24.569144
"1019","Case-study_rcp45","Nor.pout",2004,0.65050853,36.292,25.2027,13.487771
"1020","Case-study_rcp45","Nor.pout",2005,0,23.86979,57.4175,0.04144
"1021","Case-study_rcp45","Nor.pout",2006,0.862815205,48.74232,38.2544,46.529024
"1022","Case-study_rcp45","Nor.pout",2007,0,60.06158,52.3778,5.799451
"1023","Case-study_rcp45","Nor.pout",2008,0.4841404425,73.3772,87.4364,34.84358
"1024","Case-study_rcp45","Nor.pout",2009,0.4917373605,98.91465,94.3184,45.821459
"1025","Case-study_rcp45","Nor.pout",2010,1.03404665,178.45056,24.7261,131.191062
"1026","Case-study_rcp45","Nor.pout",2011,0.051916797,148.28922,53.3982,6.839861
"1027","Case-study_rcp45","Nor.pout",2012,0.0778698,72.5022,103.849,26.946185
"1028","Case-study_rcp45","Nor.pout",2013,0.775380635,82.5971,36.3479,82.179503
"1029","Case-study_rcp45","Nor.pout",2014,0.835226515,92.21023,126.105,44.189139
"1030","Case-study_rcp45","Nor.pout",2015,0.72108428,93.34529,76.0954,57.351168
"1031","Case-study_rcp45","Nor.pout",2016,1.01592866,157.82236,97.7589,60.202685
"1032","Case-study_rcp45","Nor.pout",2017,0.4107002405,86.55916,48.2253,33.940902
"1033","Case-study_rcp45","Nor.pout",2018,0.77114776,98.43368,120.05,36.151546
"1034","Case-study_rcp45","Nor.pout",2019,0.989817885,90.77101,180.08,97.554556
"1035","Case-study_rcp45","Nor.pout",2020,0.54,252.72134,91.7016,145.7728507
"1036","Case-study_rcp45","Nor.pout",2022,0.7,423.517,91.7016,139.279906
"1037","Case-study_rcp45","Nor.pout",2023,0.420147495,138.1097,91.7016,17.8417204
"1038","Case-study_rcp45","Nor.pout",2024,0,58.57201,91.7016,0
"1039","Case-study_rcp45","Nor.pout",2025,0,52.07845,91.7016,0
"1040","Case-study_rcp45","Nor.pout",2026,0.002485194085,60.17825,91.7016,0.0738984433
"1041","Case-study_rcp45","Nor.pout",2027,0.1308836595,74.2494,91.7016,5.28707586
"1042","Case-study_rcp45","Nor.pout",2028,0.2338565585,87.79861,91.7016,11.2114616
"1043","Case-study_rcp45","Nor.pout",2029,0.277071288,94.04302,91.7016,14.0429616
"1044","Case-study_rcp45","Nor.pout",2030,0.2755700965,94.77093,91.7016,13.6412329
"1045","Case-study_rcp45","Nor.pout",2031,0.257693028,92.30925,91.7016,12.5357579
"1046","Case-study_rcp45","Nor.pout",2032,0.2630438365,92.53068,91.7016,13.0878196
"1047","Case-study_rcp45","Nor.pout",2033,0.282763105,94.80798,91.7016,14.658859
"1048","Case-study_rcp45","Nor.pout",2034,0.3027183525,97.46099,91.7016,16.2522698
"1049","Case-study_rcp45","Nor.pout",2035,0.3133466945,99.15351,91.7016,17.1149194
"1050","Case-study_rcp45","Nor.pout",2036,0.3154593865,99.67625,91.7016,17.3046715
"1051","Case-study_rcp45","Nor.pout",2037,0.3149786895,99.71056,91.7016,17.3102823
"1052","Case-study_rcp45","Nor.pout",2038,0.316767164,99.90817,91.7016,17.5317251
"1053","Case-study_rcp45","Nor.pout",2039,0.3240669235,100.69694,91.7016,18.2563244
"1054","Case-study_rcp45","Nor.pout",2040,0.3364526345,102.20915,91.7016,19.4046584
"1055","Case-study_rcp45","Nor.pout",2041,0.3488463195,103.84442,91.7016,20.5710239
"1056","Case-study_rcp45","Nor.pout",2042,0.359157595,105.25702,91.7016,21.5564594
"1057","Case-study_rcp45","Nor.pout",2043,0.365086657,106.21278,91.7016,22.1171887
"1058","Case-study_rcp45","Nor.pout",2044,0.3662028975,106.52944,91.7016,22.2574184
"1059","Case-study_rcp45","Nor.pout",2045,0.365514489,106.57251,91.7016,22.2528304
"1060","Case-study_rcp45","Nor.pout",2046,0.365903243,106.67923,91.7016,22.351068
"1061","Case-study_rcp45","Nor.pout",2047,0.3663207145,106.86256,91.7016,22.4148073
"1062","Case-study_rcp45","Nor.pout",2048,0.365810795,106.87138,91.7016,22.4230648
"1063","Case-study_rcp45","Nor.pout",2049,0.3670720035,107.04582,91.7016,22.5992433
"1064","Case-study_rcp45","Nor.pout",2050,0.3690235375,107.36463,91.7016,22.8069362
"1065","Case-study_rcp45","Sprat",1974,0.6744606,522.5234,382.893,365.135159
"1066","Case-study_rcp45","Sprat",1975,1.61232335,612.925,824.679,816.82028
"1067","Case-study_rcp45","Sprat",1976,1.42272665,754.7322,321.971,722.4646
"1068","Case-study_rcp45","Sprat",1977,1.3876328,406.19951,401.433,374.68172
"1069","Case-study_rcp45","Sprat",1978,1.03214915,364.0015,740.909,488.13318
"1070","Case-study_rcp45","Sprat",1979,0.62817475,542.63375,297.055,493.81966
"1071","Case-study_rcp45","Sprat",1980,1.73814005,613.5849,158.892,413.62074
"1072","Case-study_rcp45","Sprat",1981,1.1128358,164.8451,62.9174,293.229113
"1073","Case-study_rcp45","Sprat",1982,0.9052741,100.8944,39.0216,199.54564
"1074","Case-study_rcp45","Sprat",1983,1.82094,139.487,70.864,115.61963
"1075","Case-study_rcp45","Sprat",1984,1.0044931,94.51211,52.3474,112.831855
"1076","Case-study_rcp45","Sprat",1985,1.17112115,155.57215,31.5783,69.432199
"1077","Case-study_rcp45","Sprat",1986,1.70056505,71.88947,93.2776,30.00331
"1078","Case-study_rcp45","Sprat",1987,0.407073575,134.86996,36.066,46.6849459
"1079","Case-study_rcp45","Sprat",1988,1.4435744,136.83604,52.4912,97.12866
"1080","Case-study_rcp45","Sprat",1989,0.5104061,68.12847,106.846,75.02719427
"1081","Case-study_rcp45","Sprat",1990,1.36254675,139.53516,98.5642,83.02336716
"1082","Case-study_rcp45","Sprat",1991,1.25821,102.67541,63.3591,126.0227763
"1083","Case-study_rcp45","Sprat",1992,0.5362795,90.18058,90.913,134.7945403
"1084","Case-study_rcp45","Sprat",1993,1.26210915,118.6357,169.941,213.725999
"1085","Case-study_rcp45","Sprat",1994,0.5745747,142.76682,114.889,421.81738
"1086","Case-study_rcp45","Sprat",1995,1.40988155,217.67954,38.5201,419.477128
"1087","Case-study_rcp45","Sprat",1996,1.2560289,127.1778,35.0925,164.39906
"1088","Case-study_rcp45","Sprat",1997,0.87323425,66.19869,46.2967,120.7833717
"1089","Case-study_rcp45","Sprat",1998,1.46734285,135.51256,103.39,185.551833
"1090","Case-study_rcp45","Sprat",1999,0.9301348,116.75064,77.2089,221.48473622
"1091","Case-study_rcp45","Sprat",2000,1.1392344,117.89307,54.032,227.074004
"1092","Case-study_rcp45","Sprat",2001,1.5084958,113.01269,64.1184,221.366156
"1093","Case-study_rcp45","Sprat",2002,1.38264175,167.89607,55.5137,162.483392
"1094","Case-study_rcp45","Sprat",2003,1.24283465,90.02809,67.9539,198.528044
"1095","Case-study_rcp45","Sprat",2004,1.3113324,159.79608,187.738,218.197332
"1096","Case-study_rcp45","Sprat",2005,0.9400835,162.83359,55.8074,248.457882
"1097","Case-study_rcp45","Sprat",2006,1.6407843,183.28674,64.6815,129.55435
"1098","Case-study_rcp45","Sprat",2007,1.10297095,142.3944,52.9127,102.002382
"1099","Case-study_rcp45","Sprat",2008,0.95487275,81.72228,128.378,70.541546
"1100","Case-study_rcp45","Sprat",2009,0.6325217,247.4948,125.387,142.246271
"1101","Case-study_rcp45","Sprat",2010,0.6819491,224.419,143.356,160.2215481
"1102","Case-study_rcp45","Sprat",2011,0.7811661,238.6605,107.943,154.1318103
"1103","Case-study_rcp45","Sprat",2012,0.8419376,245.5465,62.6616,98.140065
"1104","Case-study_rcp45","Sprat",2013,1.1503497,92.7505,214.6,66.1693563
"1105","Case-study_rcp45","Sprat",2014,0.20748099,381.1958,160.056,158.83238882
"1106","Case-study_rcp45","Sprat",2015,0.98518425,421.2769,111.451,307.83893
"1107","Case-study_rcp45","Sprat",2016,2.00666625,227.9545,141.424,259.86144
"1108","Case-study_rcp45","Sprat",2017,0.8255969,106.68275,208.474,130.41525
"1109","Case-study_rcp45","Sprat",2018,0.90346995,188.87582,194.938,193.44501
"1110","Case-study_rcp45","Sprat",2019,0.4794628,226.9883,261.849,151.012749
"1111","Case-study_rcp45","Sprat",2020,0.5700285,373.9364,118.747,227.64877
"1112","Case-study_rcp45","Sprat",2022,0.900045,308.3009,124.065,206.18451
"1113","Case-study_rcp45","Sprat",2023,0.230179335,136.5266,102.109,30.05088
"1114","Case-study_rcp45","Sprat",2024,0.141984365,126.9747,98.2946,19.197872
"1115","Case-study_rcp45","Sprat",2025,0.23101544,143.47,104.647,38.231565
"1116","Case-study_rcp45","Sprat",2026,0.376864455,167.3897,111.998,71.46591
"1117","Case-study_rcp45","Sprat",2027,0.4917642,184.3719,116.029,99.8295
"1118","Case-study_rcp45","Sprat",2028,0.5442169,192.0216,117.553,111.104
"1119","Case-study_rcp45","Sprat",2029,0.5415718,190.9005,117.341,107.85467
"1120","Case-study_rcp45","Sprat",2030,0.5164996,186.5654,116.484,99.65932
"1121","Case-study_rcp45","Sprat",2031,0.4923818,182.6563,115.663,93.88791
"1122","Case-study_rcp45","Sprat",2032,0.48921255,182.4378,115.616,93.76828
"1123","Case-study_rcp45","Sprat",2033,0.49420235,183.352,115.812,95.26441
"1124","Case-study_rcp45","Sprat",2034,0.49673995,183.7566,115.899,95.66929
"1125","Case-study_rcp45","Sprat",2035,0.49288365,183.1002,115.759,94.25147
"1126","Case-study_rcp45","Sprat",2036,0.4846922,181.7579,115.468,91.83916
"1127","Case-study_rcp45","Sprat",2037,0.476245795,180.4121,115.171,89.60334
"1128","Case-study_rcp45","Sprat",2038,0.47090482,179.59,114.987,88.35798
"1129","Case-study_rcp45","Sprat",2039,0.469633055,179.4305,114.951,88.19037
"1130","Case-study_rcp45","Sprat",2040,0.470950695,179.6644,115.003,88.58862
"1131","Case-study_rcp45","Sprat",2041,0.472213215,179.8608,115.047,88.85074
"1132","Case-study_rcp45","Sprat",2042,0.471954885,179.7982,115.033,88.66136
"1133","Case-study_rcp45","Sprat",2043,0.4698783,179.4545,114.956,87.98199
"1134","Case-study_rcp45","Sprat",2044,0.466195075,178.8643,114.822,86.92197
"1135","Case-study_rcp45","Sprat",2045,0.461974095,178.2022,114.671,85.79462
"1136","Case-study_rcp45","Sprat",2046,0.45824661,177.6341,114.54,84.82053
"1137","Case-study_rcp45","Sprat",2047,0.45474917,177.1027,114.416,83.89713
"1138","Case-study_rcp45","Sprat",2048,0.45149029,176.5955,114.298,83.05449
"1139","Case-study_rcp45","Sprat",2049,0.44874467,176.1718,114.198,82.34248
"1140","Case-study_rcp45","Sprat",2050,0.44636611,175.7976,114.109,81.73733
"1141","PGY-Min_rcp45","Herring",1974,0.7588798,231.55969,9.76504,266.0127707
"1142","PGY-Min_rcp45","Herring",1975,1.3042258,160.38451,4.1549,253.936978
"1143","PGY-Min_rcp45","Herring",1976,0.8217317,85.84528,2.27249,159.2551815
"1144","PGY-Min_rcp45","Herring",1977,0.20984378,61.020586,1.40772,39.3143447
"1145","PGY-Min_rcp45","Herring",1978,0,72.91383,1.13919,0
"1146","PGY-Min_rcp45","Herring",1979,0,99.81087,4.2996,0
"1147","PGY-Min_rcp45","Herring",1980,0.12016436,127.81693,15.4957,73.4498774
"1148","PGY-Min_rcp45","Herring",1981,0.17640074,196.64405,20.8831,208.7451796
"1149","PGY-Min_rcp45","Herring",1982,0.14514714,350.2555,30.5954,277.06982
"1150","PGY-Min_rcp45","Herring",1983,0.32908226,619.4064,27.0698,430.2153877
"1151","PGY-Min_rcp45","Herring",1984,0.52961984,922.1063,31.0249,460.933687
"1152","PGY-Min_rcp45","Herring",1985,0.58612294,964.23796,46.2658,659.339468
"1153","PGY-Min_rcp45","Herring",1986,0.48184306,915.1545,52.6667,752.730421
"1154","PGY-Min_rcp45","Herring",1987,0.44578588,1041.9821,40.9552,1008.725363
"1155","PGY-Min_rcp45","Herring",1988,0.45439118,1388.755,22.2127,1140.872967
"1156","PGY-Min_rcp45","Herring",1989,0.38698212,1418.7947,19.8513,910.318178
"1157","PGY-Min_rcp45","Herring",1990,0.37990196,1447.7683,19.5452,739.05632
"1158","PGY-Min_rcp45","Herring",1991,0.39866822,1277.231,21.3652,685.045255
"1159","PGY-Min_rcp45","Herring",1992,0.54486654,1037.9571,31.067,764.4316
"1160","PGY-Min_rcp45","Herring",1993,0.73706082,739.9792,32.9629,687.90159
"1161","PGY-Min_rcp45","Herring",1994,0.69873378,745.5892,24.9279,597.20772
"1162","PGY-Min_rcp45","Herring",1995,0.81420278,717.5503,26.3676,595.416686
"1163","PGY-Min_rcp45","Herring",1996,0.32842296,613.8649,26.9955,274.3717617
"1164","PGY-Min_rcp45","Herring",1997,0.28901004,731.4918,17.2294,264.055839
"1165","PGY-Min_rcp45","Herring",1998,0.43480576,993.3717,13.0516,380.193317
"1166","PGY-Min_rcp45","Herring",1999,0.33357768,1051.398,38.7461,369.621777
"1167","PGY-Min_rcp45","Herring",2000,0.3329749,1080.7987,24.9031,421.77943
"1168","PGY-Min_rcp45","Herring",2001,0.26654598,1403.6539,67.4674,363.6912387
"1169","PGY-Min_rcp45","Herring",2002,0.23786614,1741.8249,27.1564,390.438144
"1170","PGY-Min_rcp45","Herring",2003,0.2481339,1976.9937,18.6826,487.43234
"1171","PGY-Min_rcp45","Herring",2004,0.26330118,2185.2915,21.3184,589.575669
"1172","PGY-Min_rcp45","Herring",2005,0.34292734,2156.3095,14.6768,665.39644
"1173","PGY-Min_rcp45","Herring",2006,0.27782698,1591.1039,17.0225,513.246729
"1174","PGY-Min_rcp45","Herring",2007,0.2450066,1244.5221,21.6824,406.368329
"1175","PGY-Min_rcp45","Herring",2008,0.17291617,1111.3688,19.6346,258.712891
"1176","PGY-Min_rcp45","Herring",2009,0.101812658,1248.4956,22.1427,168.588998
"1177","PGY-Min_rcp45","Herring",2010,0.11508248,1322.1095,22.2495,186.255103
"1178","PGY-Min_rcp45","Herring",2011,0.103211948,1772.3529,19.8325,224.0493293
"1179","PGY-Min_rcp45","Herring",2012,0.196455128,2088.1422,19.1553,434.509325
"1180","PGY-Min_rcp45","Herring",2013,0.22559307,1898.867,31.5267,511.21947
"1181","PGY-Min_rcp45","Herring",2014,0.21804767,1702.954,35.9912,518.0419736
"1182","PGY-Min_rcp45","Herring",2015,0.24194578,1629.382,9.70052,494.949169
"1183","PGY-Min_rcp45","Herring",2016,0.246371,1879.231,14.828,563.618342
"1184","PGY-Min_rcp45","Herring",2017,0.186973982,1712.107,7.49557,490.97533
"1185","PGY-Min_rcp45","Herring",2018,0.24780678,1520.7794,17.7671,591.79746
"1186","PGY-Min_rcp45","Herring",2019,0.223565024,1271.7445,14.1253,432.12261
"1187","PGY-Min_rcp45","Herring",2020,0.21,1124.0798,23.2721,289.790864
"1188","PGY-Min_rcp45","Herring",2022,0.30934886,1230.2397,22.2585,412.18582
"1189","PGY-Min_rcp45","Herring",2023,0.29567794,1175.871,22.0101,338.049773
"1190","PGY-Min_rcp45","Herring",2024,0.24430208,971.5558,21.695,222.613943
"1191","PGY-Min_rcp45","Herring",2025,0.193126528,768.0383,20.6175,148.050437
"1192","PGY-Min_rcp45","Herring",2026,0.175756,698.9576,20.1203,125.623078
"1193","PGY-Min_rcp45","Herring",2027,0.17673934,702.8682,20.378,128.020106
"1194","PGY-Min_rcp45","Herring",2028,0.187544518,745.8407,21.0012,144.832329
"1195","PGY-Min_rcp45","Herring",2029,0.20295256,807.1154,21.6099,171.067691
"1196","PGY-Min_rcp45","Herring",2030,0.222976138,886.7452,22.0593,206.139891
"1197","PGY-Min_rcp45","Herring",2031,0.24370942,969.1992,22.1973,246.235277
"1198","PGY-Min_rcp45","Herring",2032,0.26427774,1050.998,22.0666,287.479472
"1199","PGY-Min_rcp45","Herring",2033,0.27927476,1110.6362,21.769,318.984289
"1200","PGY-Min_rcp45","Herring",2034,0.28700786,1141.39,21.4725,336.816178
"1201","PGY-Min_rcp45","Herring",2035,0.28970658,1152.1249,21.2814,343.920592
"1202","PGY-Min_rcp45","Herring",2036,0.28952888,1151.4176,21.2308,344.823713
"1203","PGY-Min_rcp45","Herring",2037,0.28869882,1148.1174,21.3072,344.332395
"1204","PGY-Min_rcp45","Herring",2038,0.28852596,1147.4276,21.4681,345.079334
"1205","PGY-Min_rcp45","Herring",2039,0.2893621,1150.7534,21.656,347.789378
"1206","PGY-Min_rcp45","Herring",2040,0.29111472,1157.7231,21.8158,352.321113
"1207","PGY-Min_rcp45","Herring",2041,0.29348306,1167.1439,21.9097,358.105487
"1208","PGY-Min_rcp45","Herring",2042,0.29611856,1177.6233,21.9263,364.391664
"1209","PGY-Min_rcp45","Herring",2043,0.29861102,1187.5352,21.8805,370.28531
"1210","PGY-Min_rcp45","Herring",2044,0.30057024,1195.3271,21.8032,374.88123
"1211","PGY-Min_rcp45","Herring",2045,0.30168232,1199.7501,21.727,377.4626
"1212","PGY-Min_rcp45","Herring",2046,0.30189188,1200.5837,21.6705,378.059844
"1213","PGY-Min_rcp45","Herring",2047,0.30155044,1199.2252,21.63,377.482628
"1214","PGY-Min_rcp45","Herring",2048,0.30106598,1197.2972,21.5815,376.59309
"1215","PGY-Min_rcp45","Herring",2049,0.30071546,1195.9046,21.491,376.015693
"1216","PGY-Min_rcp45","Herring",2050,0.30058296,1195.3766,21.3282,375.803641
"1217","PGY-Min_rcp45","Nor.pout",1974,2.468944,289.16,296.519,732.53482
"1218","PGY-Min_rcp45","Nor.pout",1975,1.64387465,279.994857,437.039,508.26122
"1219","PGY-Min_rcp45","Nor.pout",1976,1.5224247,349.86366,324.145,472.6081
"1220","PGY-Min_rcp45","Nor.pout",1977,1.0906025,342.06122,170.41,383.9666
"1221","PGY-Min_rcp45","Nor.pout",1978,1.2317536,298.4487,210.768,253.75616
"1222","PGY-Min_rcp45","Nor.pout",1979,1.32269955,257.6187,238.073,339.89802
"1223","PGY-Min_rcp45","Nor.pout",1980,1.38928165,371.88192,125.229,534.6499
"1224","PGY-Min_rcp45","Nor.pout",1981,1.12269295,287.05,191.22,431.92782
"1225","PGY-Min_rcp45","Nor.pout",1982,1.21148445,158.147,224.416,390.19692
"1226","PGY-Min_rcp45","Nor.pout",1983,1.5412998,240.68174,149.705,475.747
"1227","PGY-Min_rcp45","Nor.pout",1984,1.79489345,264.03539,115.705,376.483903
"1228","PGY-Min_rcp45","Nor.pout",1985,2.247639,172.7521,94.6504,227.634972
"1229","PGY-Min_rcp45","Nor.pout",1986,1.3174862,89.14928,134.926,180.330076
"1230","PGY-Min_rcp45","Nor.pout",1987,1.7503282,122.57884,41.5738,148.92635
"1231","PGY-Min_rcp45","Nor.pout",1988,0.94258805,83.0002,88.6904,109.21943
"1232","PGY-Min_rcp45","Nor.pout",1989,1.07631695,75.1807,90.5653,166.74228
"1233","PGY-Min_rcp45","Nor.pout",1990,1.1923404,122.70078,109.104,138.8413
"1234","PGY-Min_rcp45","Nor.pout",1991,1.7090076,139.47559,129.943,189.81918
"1235","PGY-Min_rcp45","Nor.pout",1992,0.96790925,162.5858,89.6293,302.27539
"1236","PGY-Min_rcp45","Nor.pout",1993,1.65956005,203.9983,68.3101,181.097588
